#OK
#SQL= select *
#	  from millimil..MMField
#	 where snapnum=63 
#	   
#MAXROWS UNLIMITED
#QUERYTIMEOUT 30 sec
#DATE 2022-06-28 07:42:28.918 CEST
#QUERYTIME 55 millisec
#COLUMN 1 name=snapnum JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 2 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 3 name=cic JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=g1_25 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=g2_5 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=g5 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=g10 JDBC_TYPE=7 JDBC_TYPENAME=real
#snapnum,phkey,cic,g1_25,g2_5,g5,g10
63,5629,0.7707963,0.5965987,0.45476946,0.62446314,0.958235
63,5630,0.47779384,0.44693062,0.4656332,0.6666777,0.9791321
63,5631,0.5976585,0.58323914,0.48106554,0.6677317,0.9466417
63,5632,0.33795175,0.4271947,0.50900257,0.6731258,0.92163205
63,5633,0.19311528,0.3431649,0.52868176,0.6848931,0.905977
63,5634,0.48778257,1.0788482,0.7240745,0.7626296,0.9361144
63,5635,0.3662531,0.6373313,0.6341454,0.7359566,0.9433162
63,5636,1.1936522,0.7667087,0.6268093,0.70706517,0.923354
63,5637,1.1903226,0.98596126,0.72733897,0.7446608,0.917175
63,5638,0.07325062,0.35057855,0.6236625,0.6879261,0.88982296
63,5639,0.32296866,0.52940327,0.563089,0.6612243,0.90392077
63,5640,0.24638845,0.4092466,0.6426873,0.6739839,0.8897633
63,5641,0.1381773,0.5779528,0.7733521,0.700139,0.8805237
63,5642,2.390634,1.4207748,0.96458656,0.73329985,0.8692888
63,5643,0.40287843,0.5703208,0.7672407,0.7067,0.8771642
63,5644,0.9739003,0.8092787,0.74070984,0.7522593,0.9018166
63,5645,0.5477149,0.8267046,0.8531878,0.78200734,0.8914596
63,5646,0.14150688,0.43063384,0.721247,0.74290705,0.8961942
63,5647,0.34960523,0.52181417,0.6267689,0.7120522,0.9071602
63,5648,0.23473495,0.5236215,0.6028342,0.74914795,0.9236755
63,5649,0.6609204,0.53315866,0.67562664,0.7783714,0.9098712
63,5650,0.70753443,0.65996677,0.7205525,0.81852394,0.91080356
63,5651,2.4522312,1.0974754,0.69984233,0.7944084,0.92469996
63,5652,0.17813219,0.504107,0.5898708,0.829954,0.9447274
63,5653,0.16814348,0.31914282,0.5767868,0.8380745,0.926255
63,5654,0.086568914,0.35143375,0.6193015,0.80381,0.9210556
63,5655,0.14983082,0.26512367,0.5362806,0.7837683,0.93885505
63,5656,0.13484773,0.40365103,0.6281105,0.80951494,0.9616115
63,5657,0.31464472,0.650329,0.8408836,0.8784318,0.98744905
63,5658,0.35792917,0.9847826,0.7640636,0.8054569,0.9653844
63,5659,0.28800812,0.74215716,0.6654422,0.7571805,0.94272137
63,5660,2.600397,1.7281166,0.8221157,0.8068762,0.9435856
63,5661,8.025937,2.5807946,0.9615886,0.8534204,0.9658381
63,5662,2.0876427,1.7805016,1.1306833,0.9527211,0.99402857
63,5663,0.8240695,0.96119785,0.8001793,0.8709846,0.9679537
63,5664,0.62762463,0.7602574,0.84608614,0.9433765,0.97998506
63,5665,1.5449222,1.4997724,1.1932579,1.036085,1.0057828
63,5666,0.17979698,1.0748343,0.93788767,0.90686274,0.97305
63,5667,0.16980825,0.7445286,0.80841005,0.86165375,0.95162004
63,5668,0.17313783,0.5021405,0.7390464,0.921902,0.9626973
63,5669,0.35626438,0.51787907,0.8414128,0.96221507,0.9831182
63,5670,2.054347,1.2158892,1.1740824,1.121471,1.0193021
63,5671,1.2435958,0.80126894,0.85824454,1.027104,0.9940722
63,5672,0.3412813,0.4722516,0.6275996,0.9646173,0.97137415
63,5673,0.20809835,0.4986569,0.6217938,0.9508127,0.95298636
63,5674,0.2763546,0.39648715,0.60238326,0.8826262,0.93811476
63,5675,0.42452064,0.44288436,0.6152187,0.8876498,0.9568063
63,5676,0.20643358,0.58356446,0.70462537,0.8441659,0.93327254
63,5677,0.3163095,0.6380557,0.7526467,0.8619812,0.91956306
63,5678,2.2075074,0.99231243,0.71732956,0.9176374,0.93205017
63,5679,0.7608076,0.60761356,0.656982,0.9034695,0.94519514
63,5680,0.08490413,0.44872624,0.7005641,0.8325044,0.91314334
63,5681,0.6059824,0.6836449,0.7912292,0.858759,0.90438884
63,5682,0.34960523,0.8350875,0.89399064,0.8192775,0.89565825
63,5683,0.10987593,0.42222595,0.7554013,0.7919257,0.9053187
63,5684,0.10654636,0.48697853,0.8283003,0.73771393,0.87456065
63,5685,0.76580197,1.5424031,1.0300512,0.76345646,0.8679427
63,5686,0.5443853,0.7450073,0.9007035,0.790222,0.8719315
63,5687,0.30965036,0.6040703,0.8176198,0.7647076,0.8772596
63,5688,2.8168194,1.0625768,0.75519836,0.7413907,0.8867962
63,5689,0.23806453,0.4730496,0.6778181,0.71592104,0.8856652
63,5690,0.11320551,0.47805098,0.71919614,0.7836835,0.9196215
63,5691,0.33795175,0.5718804,0.6918551,0.8229195,0.9262274
63,5692,0.101552,0.44512498,0.6817476,0.825847,0.9424653
63,5693,0.42119107,0.5762668,0.70293343,0.7934972,0.93724614
63,5694,0.47446427,0.43357918,0.56291294,0.7024311,0.9000993
63,5695,0.8207399,0.66145265,0.6578521,0.7217899,0.89955425
63,5696,0.32463345,0.70331395,0.7816924,0.73751503,0.9076211
63,5697,0.11154072,0.5819074,0.7177347,0.85500884,0.9545576
63,5698,1.2935394,0.785885,0.69516104,0.86165667,0.93948877
63,5699,1.1886579,1.1026714,0.82525814,0.7618178,0.8961871
63,5700,2.671983,1.3020816,0.811354,0.77700526,0.91115415
63,5701,0.37124747,0.6438962,0.6670443,0.8998872,0.9569196
63,5702,0.43617415,0.6459376,0.7124076,0.8773727,0.97119516
63,5703,0.7624724,0.99477553,0.8292109,0.74580747,0.9217586
63,5704,0.14317167,1.0057276,0.73237073,0.74703467,0.94174737
63,5705,0.5577036,0.51691496,0.5351235,0.7459364,0.9692193
63,5706,0.12485901,0.21088938,0.4679161,0.90526414,1.019389
63,5707,0.054937966,0.31067738,0.6052852,0.8929228,0.9922276
63,5708,0.12652381,0.36021718,0.5810267,0.93736964,0.97815543
63,5709,0.12652381,0.27036008,0.4984456,0.97220975,1.004573
63,5710,0.21642229,0.40761426,0.49786165,0.7991753,0.95791584
63,5711,1.3501421,0.94295007,0.6822618,0.7887053,0.9312926
63,5712,0.6975457,0.54415303,0.56092113,0.8375504,0.9236692
63,5713,0.2663659,0.3757874,0.45431978,0.86262995,0.9492477
63,5714,1.1370494,0.45903224,0.5584997,1.048456,0.9925511
63,5715,0.099887215,0.31056976,0.52768636,0.990714,0.9669509
63,5716,0.06825626,0.20351747,0.5408954,1.0494025,0.9593815
63,5717,0.46780512,0.3294066,0.69438356,1.1245418,0.9840506
63,5718,0.16314912,0.28686842,0.47386172,0.92746645,0.94378495
63,5719,0.35626438,0.31572786,0.48754126,0.88863766,0.9194603
63,5720,0.13484773,0.2374019,0.5507998,0.84965384,0.8994844
63,5721,0.1281886,0.30297458,0.695423,0.81723857,0.88335776
63,5722,0.37624183,0.600993,0.76159465,0.78852725,0.88782454
63,5723,0.43450937,0.6053051,0.6737643,0.8121695,0.9035033
63,5724,0.12652381,0.36284238,0.56108,0.9308262,0.9455541
63,5725,0.61430633,0.5316135,0.6291897,0.8776605,0.9274133
63,5726,0.1281886,0.36423835,0.61995804,0.9076753,0.91935694
63,5727,0.1764674,0.19678833,0.5083723,0.9720608,0.9379772
63,5728,0.2413941,0.27180603,0.610212,1.1012043,0.9696165
63,5729,0.8207399,0.61093533,0.6242758,0.9956009,0.9495244
63,5730,0.54937965,0.56304204,0.6169001,0.97760123,0.96208584
63,5731,0.28467855,0.36069712,0.6234143,1.0686581,0.9816144
63,5732,0.26137155,0.4683186,0.87507206,1.1911832,1.0092258
63,5733,0.25804198,0.43447632,0.6905113,1.066036,0.9895259
63,5734,0.21309271,0.41512215,0.6273354,1.0543847,0.97167355
63,5735,0.17480262,0.36647195,0.799473,1.1967843,0.99207276
63,5736,0.23972932,0.53958607,1.5136669,1.364283,1.0132885
63,5737,0.7008753,2.5576615,2.807143,1.5229173,1.0356929
63,5738,0.14150688,0.41796482,1.4874363,1.3456606,1.0154397
63,5739,0.10987593,0.20570709,0.8934212,1.2263324,0.9914421
63,5740,0.10987593,0.26268563,0.76745594,1.1704808,1.0031745
63,5741,0.08323935,0.318107,1.0899391,1.2662183,1.027705
63,5742,0.2896729,1.5239732,2.0861657,1.4560015,1.052373
63,5743,0.6759035,0.7172589,1.3302009,1.3289285,1.0298765
63,5744,1.305193,1.0414481,1.3276118,1.3067651,1.0507758
63,5745,0.34627566,0.8398019,1.4922702,1.3864828,1.0735519
63,5746,0.18645613,0.26056916,0.79835427,1.1844511,1.0439223
63,5747,0.08989849,0.3649945,0.7480505,1.1230905,1.0188375
63,5748,0.17147304,0.40778166,0.74515826,1.0858631,1.0374014
63,5749,0.2280758,0.27023965,0.6328124,1.1100812,1.0631336
63,5750,0.6059824,0.6659503,1.1662778,1.3227531,1.0979695
63,5751,1.0821115,1.1388807,1.398922,1.2966065,1.074621
63,5752,2.4821973,1.5964217,1.5139875,1.2567214,1.0546167
63,5753,0.6059824,0.68659776,0.84629464,1.0546712,1.0163686
63,5754,0.6625852,0.60153556,0.7490723,1.0551395,0.9975842
63,5755,1.062134,1.0033883,1.1860653,1.2146412,1.0305778
63,5756,0.6825626,0.7763263,0.9930692,1.119211,1.0115744
63,5757,0.8756779,0.6632454,0.734484,0.98694575,0.97875994
63,5758,0.17313783,0.5512425,0.84211916,1.0131997,0.9982426
63,5759,0.88233703,1.1181402,1.3403165,1.1979055,1.0361598
63,5760,1.9328176,2.2384384,2.1025414,1.3751924,1.0644689
63,5761,1.0671284,3.3103023,2.477281,1.5041493,1.0812458
63,5762,0.7191879,0.90485835,1.4382114,1.2796712,1.0457306
63,5763,0.30798557,0.82291085,1.3475873,1.2267312,1.034427
63,5764,0.29633206,1.6014242,1.809398,1.3342874,1.052416
63,5765,0.21309271,2.4392827,2.0311694,1.3754098,1.0615466
63,5766,17.163952,9.93571,3.239598,1.5545865,1.0969663
63,5767,5.0509634,4.7069507,2.6228755,1.4396459,1.0821173
63,5768,2.4555607,3.1439965,2.4317994,1.4726189,1.1001316
63,5769,0.41120237,1.3557835,1.8749458,1.4841646,1.1202763
63,5770,1.421728,2.263558,2.1818848,1.5410596,1.1285529
63,5771,9.7173605,6.4613986,2.988003,1.5611079,1.1121714
63,5772,5.8384075,3.522725,2.2234683,1.4551799,1.0767499
63,5773,5.1075664,2.7575533,2.1333587,1.5148436,1.0926088
63,5774,2.0493526,2.2908561,2.1491468,1.5127772,1.0901632
63,5775,2.2441328,2.2704203,2.0426364,1.4324577,1.0705482
63,5776,0.44616288,1.397608,1.789189,1.4089042,1.0439982
63,5777,7.015412,4.3916473,2.744367,1.5482666,1.0635996
63,5778,0.8756779,2.194515,2.3069701,1.5012057,1.0605685
63,5779,0.35792917,1.1556319,1.6334641,1.3747648,1.044486
63,5780,0.41286716,0.5340488,1.4370633,1.3278728,1.0175393
63,5781,0.08989849,2.2210171,2.6364427,1.4990312,1.0344163
63,5782,4.251866,6.772495,3.4799752,1.5854495,1.0421951
63,5783,0.48112342,1.0519358,1.8386371,1.4067596,1.0222325
63,5784,1.2003113,0.6041181,0.8804122,1.2186643,1.0026337
63,5785,0.5343966,0.4670728,0.5710406,1.0590171,0.9830951
63,5786,0.38789535,0.40234917,0.76496077,1.1146472,1.0066149
63,5787,0.5560388,0.58190006,1.1300862,1.2558429,1.0252827
63,5788,0.14483646,0.4794419,1.0979118,1.2350616,1.0285923
63,5789,0.33628696,0.33088115,0.71397656,1.1048466,1.0121198
63,5790,0.19145049,0.29234433,0.44670692,1.0014534,0.9829038
63,5791,0.16814348,0.3364552,0.7139015,1.1501648,1.0004462
63,5792,0.21309271,0.19670251,0.43666023,1.009307,0.985848
63,5793,0.10321679,0.15578906,0.30381775,0.8968958,0.9712609
63,5794,0.14483646,0.19263443,0.5149502,1.039219,1.0058486
63,5795,0.2647011,0.28347665,0.75778943,1.1329992,1.019155
63,5796,0.08157456,0.12933423,0.40667972,0.9823702,0.9978255
63,5797,0.12985338,0.13794534,0.32378694,0.93914527,0.9884163
63,5798,0.18645613,0.15403123,0.21960142,0.7748891,0.9491107
63,5799,0.10821114,0.13226846,0.2520349,0.83802587,0.9600149
63,5800,0.04827882,0.12495097,0.34759778,0.92506737,0.97035193
63,5801,0.26803067,0.25293535,0.5265969,1.017386,0.9802296
63,5802,0.26969546,0.3504944,1.2908304,1.2873585,1.0131915
63,5803,0.19977443,0.24559596,0.76032215,1.1488515,0.99976856
63,5804,0.4927769,0.52619356,1.0273468,1.2339059,1.0315876
63,5805,0.68089783,0.67333037,1.3136249,1.3259112,1.0438359
63,5806,0.101552,0.24930081,0.60620475,1.0792453,1.01482
63,5807,0.06492669,0.1555254,0.5007746,1.0317398,1.0064262
63,5808,0.0382901,0.3150284,0.8463829,1.197504,1.0488116
63,5809,0.11653508,0.3524911,0.77351445,1.1786315,1.056651
63,5810,0.56436276,1.1855307,1.4741215,1.389188,1.0810895
63,5811,0.5260727,1.5815411,1.629381,1.3663399,1.0692558
63,5812,5.5970135,3.5218909,2.4183176,1.5365086,1.110208
63,5813,0.6525965,1.4047279,1.7508227,1.4750255,1.1225929
63,5814,0.61430633,0.5580011,1.0155574,1.3119872,1.1030153
63,5815,0.25804198,0.8342431,1.3659544,1.4129802,1.0945704
63,5816,0.19644485,0.6012913,1.5672648,1.4937335,1.0864595
63,5817,0.4178615,3.7892168,2.6443355,1.5716648,1.0983863
63,5818,0.2913377,0.96794045,1.529235,1.3260382,1.0575893
63,5819,0.10488157,0.20388281,0.81869185,1.20604,1.0410239
63,5820,0.12152945,0.17128775,0.66862786,1.195337,1.0322282
63,5821,0.12985338,0.37783408,1.095408,1.2658306,1.0449146
63,5822,0.21309271,1.2032596,2.0795646,1.5554147,1.0855438
63,5823,0.3179743,0.35953516,1.4706203,1.5235479,1.0772421
63,5824,0.11653508,0.3406728,1.2355835,1.4896169,1.0667922
63,5825,0.093228064,0.16475262,0.54490817,1.1634352,1.0225315
63,5826,0.28634334,0.2449547,0.6878556,1.1892035,1.0314083
63,5827,0.36292353,0.37103924,1.3392546,1.4805343,1.0716057
63,5828,0.39621928,0.4447473,0.9440841,1.3630319,1.0572942
63,5829,0.2896729,0.2888061,0.5439836,1.107615,1.0179411
63,5830,0.12652381,0.2965817,0.5537809,1.1185361,1.0124657
63,5831,0.65093166,0.5368134,1.0299195,1.4041973,1.0555131
63,5832,0.7008753,0.78765684,0.9757564,1.2952108,1.0438398
63,5833,1.6564629,1.2525799,1.1046276,1.189342,1.0325453
63,5834,1.3151816,1.1574289,0.9292665,1.035957,0.99341166
63,5835,1.0321679,0.69572204,0.7061476,1.0733082,1.0024518
63,5836,0.3396165,0.46775588,0.5893726,1.0343382,1.0046494
63,5837,0.60265285,0.70631605,0.7072509,0.97586495,0.99317974
63,5838,0.9422694,0.7733228,0.8477595,1.1103501,1.029305
63,5839,0.7408302,0.610582,0.8286815,1.2315087,1.0427028
63,5840,0.7757907,0.6571647,0.93307173,1.14872,1.0336112
63,5841,0.48611778,0.44657984,0.78337586,1.0305384,1.0202981
63,5842,0.23639974,0.34991595,0.58274555,0.9177036,0.9875364
63,5843,0.14317167,0.2963645,0.58558875,0.9868795,0.999393
63,5844,0.26303634,0.39458925,0.686485,0.93210864,0.98690236
63,5845,0.2563772,0.26160324,0.57060456,0.86280215,0.97676945
63,5846,0.13151817,0.40159485,0.83159506,0.95335,1.006031
63,5847,0.65426123,1.1615834,1.1170486,1.053589,1.0170408
63,5848,0.69921046,1.7571874,1.2837844,1.1666774,1.0317043
63,5849,1.9444711,1.4530772,1.5098066,1.279851,1.0471973
63,5850,0.21642229,0.7304038,1.5500908,1.4074998,1.0649799
63,5851,0.10987593,0.70598483,1.1150678,1.2807817,1.0492281
63,5852,0.12652381,0.23538722,0.64502716,1.0740412,1.0141803
63,5853,0.18645613,0.33816078,0.88227695,1.1753193,1.0295342
63,5854,0.1648139,0.5543266,0.9466141,1.1181654,1.0168561
63,5855,0.09655764,0.4094036,0.78114897,1.0176338,1.0012767
63,5856,0.15482518,0.2759564,0.49688092,0.9145346,0.97285026
63,5857,0.203104,0.31894583,0.5742009,0.99956,0.9885684
63,5858,0.34794044,0.2812133,0.48275363,0.9982243,0.9956001
63,5859,0.14650124,0.21446098,0.40385306,0.92131144,0.9803948
63,5860,0.20643358,0.2992132,0.36915746,0.8431672,0.95050037
63,5861,0.47279948,0.33493263,0.372501,0.89896786,0.96576214
63,5862,0.43450937,0.40083775,0.49549153,0.9450309,0.9645024
63,5863,0.70254004,0.37792447,0.46155453,0.8755176,0.94865704
63,5864,0.20976314,0.2213281,0.4616734,0.83857554,0.9351864
63,5865,0.06992105,0.17034557,0.586383,0.8177783,0.92718303
63,5866,0.11819987,0.18231684,0.4865971,0.8150132,0.9497575
63,5867,0.3063208,0.24867643,0.46691385,0.85602856,0.95887
63,5868,0.19810964,0.21624637,0.41867617,0.87280524,0.9663532
63,5869,0.20143922,0.23937823,0.5154419,0.84395194,0.9559392
63,5870,0.086568914,0.20965026,0.599175,0.8217285,0.9280566
63,5871,0.061597113,0.22906129,0.42042387,0.8232424,0.93711215
63,5872,0.6209655,0.42801496,0.43011573,0.7997468,0.93191963
63,5873,0.19478007,0.44410643,0.6161024,0.8197627,0.9235617
63,5874,0.2913377,0.44015083,0.6085317,0.873186,0.9569515
63,5875,0.2780194,0.35841146,0.45522487,0.88373166,0.9667165
63,5876,0.7191879,0.5287698,0.5349892,0.8917948,0.96004796
63,5877,0.7191879,0.7707119,0.7422159,0.9032964,0.9527949
63,5878,1.3018633,0.7089302,0.6441808,0.8152398,0.9140334
63,5879,0.46614033,0.4550371,0.45550928,0.775211,0.9200313
63,5880,0.10821114,0.17989184,0.30378875,0.7470282,0.92849517
63,5881,0.051608395,0.19827692,0.36270717,0.8913961,0.9689869
63,5882,0.20143922,0.22589113,0.3601195,0.9113133,0.9790286
63,5883,0.2780194,0.25516933,0.32074133,0.7962064,0.9435899
63,5884,0.086568914,0.16572656,0.27550006,0.825566,0.95679283
63,5885,0.15482518,0.18478996,0.36857057,0.96326995,0.9921366
63,5886,0.06992105,0.12247451,0.29441464,0.90745795,0.978581
63,5887,0.061597113,0.12563533,0.23055191,0.74450105,0.9383317
63,5888,0.06492669,0.14582016,0.23191348,0.6688279,0.9040214
63,5889,0.056602754,0.10676312,0.2842506,0.65423506,0.8768488
63,5890,0.044949245,0.12213128,0.35318345,0.7735457,0.90528625
63,5891,0.056602754,0.14676955,0.28487659,0.7712572,0.9275711
63,5892,0.14317167,0.27555278,0.36120433,0.75894934,0.91405773
63,5893,0.049943607,0.2826221,0.4585652,0.774266,0.89136934
63,5894,0.07325062,0.11794643,0.38754302,0.6759966,0.8652406
63,5895,0.06492669,0.15514117,0.3117395,0.683134,0.8934683
63,5896,0.21808708,0.37612492,0.46164912,0.7257264,0.8850588
63,5897,0.8490413,0.6847284,0.6482706,0.77842706,0.87990505
63,5898,0.4911121,0.63209224,0.74838585,0.7805378,0.8520041
63,5899,0.06992105,0.29618305,0.5546075,0.7246843,0.8565999
63,5900,0.4444981,0.58679026,0.6116733,0.8068029,0.8806256
63,5901,0.88233703,0.6263082,0.813864,0.84820086,0.8746781
63,5902,0.88400185,0.59111065,0.69208497,0.81677985,0.8957433
63,5903,0.9106384,0.5432483,0.48812616,0.78121895,0.9028685
63,5904,0.17979698,0.42842713,0.53735864,0.83518076,0.9142294
63,5905,0.14483646,0.344701,0.74317837,0.8482523,0.9065804
63,5906,0.304656,0.6499872,0.89844775,0.9048339,0.8923662
63,5907,1.7913107,0.9908663,0.73996705,0.88582546,0.89843625
63,5908,0.24805324,0.5746121,0.9089559,0.9436458,0.9088604
63,5909,0.19478007,0.46570185,0.9517235,0.93742067,0.9039228
63,5910,0.054937966,0.3162784,0.7628504,0.865268,0.91169155
63,5911,0.13651252,0.26812577,0.6162124,0.8754282,0.91835004
63,5912,0.26137155,0.43012896,0.63497144,0.89788145,0.9310115
63,5913,0.4578164,0.48499084,0.66591406,0.9530043,0.946737
63,5914,0.46114597,0.36433017,0.43557408,0.87458915,0.94216436
63,5915,0.5210783,0.4474373,0.47001502,0.8365656,0.9268777
63,5916,1.2269479,0.7116863,0.67924094,0.87601185,0.9101338
63,5917,0.21142793,0.3734643,0.6263314,0.8989642,0.92529476
63,5918,0.968906,0.8653301,1.096122,0.99898356,0.93551254
63,5919,0.39788407,0.7854864,1.0244799,0.9571057,0.92027944
63,5920,0.9206271,1.3193606,1.5418762,1.0152953,0.9177403
63,5921,1.2619084,2.1681716,1.6680369,1.0453675,0.9320411
63,5922,0.08157456,0.4032311,0.8863701,0.9336365,0.91648734
63,5923,0.27302504,0.6948253,0.93741447,0.9228373,0.90166587
63,5924,0.5327318,0.5775255,1.0591383,0.9400859,0.9020685
63,5925,0.7608076,0.5617246,1.0075235,0.9433064,0.9163712
63,5926,0.23473495,3.6412246,1.920792,1.0578605,0.93693423
63,5927,0.8606948,1.8967649,1.8176178,1.0366689,0.92397743
63,5928,1.2036409,1.4357954,1.7301087,1.0356182,0.91652364
63,5929,0.4578164,1.7208352,1.8379048,1.0380591,0.9164517
63,5930,0.21642229,0.75587213,1.3058486,1.0047826,0.9053322
63,5931,0.26803067,0.9070497,1.3388771,1.0083282,0.90806526
63,5932,3.163095,1.3761338,1.0156561,0.939776,0.8912008
63,5933,2.0260456,1.2657586,1.1996264,0.96186906,0.8869932
63,5934,2.124268,1.9340531,1.6215811,0.98848796,0.8909895
63,5935,0.8640244,0.98599416,1.2422657,0.96180916,0.89308804
63,5936,0.5660275,0.5919756,0.9098909,0.8545657,0.8620835
63,5937,0.7624724,1.2896733,1.335165,0.89981943,0.8586668
63,5938,0.51608396,0.8324464,1.0624324,0.8859712,0.86212844
63,5939,0.31464472,0.6464959,0.7895268,0.84262794,0.8668294
63,5940,0.04827882,0.4318184,0.71897537,0.7407835,0.8365013
63,5941,0.7874442,0.9575484,0.9561194,0.7958771,0.83232194
63,5942,0.9073088,1.4933163,1.1008472,0.79570377,0.82152337
63,5943,0.6009881,0.7131503,0.8073464,0.74207413,0.8254375
63,5944,0.2930025,0.675955,0.6328668,0.69466496,0.8350946
63,5945,0.046614032,0.2550532,0.53310376,0.69088465,0.84556025
63,5946,0.05327318,0.27336973,0.590117,0.8048597,0.87708235
63,5947,0.20809835,0.3555814,0.6575169,0.8151042,0.8718187
63,5948,0.56436276,0.4435191,0.5582127,0.80193985,0.8866525
63,5949,0.054937966,0.17685944,0.47123727,0.7951205,0.8914308
63,5950,0.049943607,0.16051418,0.41030762,0.66578233,0.85849065
63,5951,0.24638845,0.44087803,0.5398993,0.6718466,0.8496155
63,5952,0.09489285,0.37350696,0.45787653,0.6863149,0.8682663
63,5953,0.91396797,0.5454053,0.4912425,0.83031386,0.90587705
63,5954,0.1514956,0.20474271,0.39053857,0.8308605,0.90929043
63,5955,0.08157456,0.13476355,0.32419637,0.67975056,0.8746692
63,5956,0.101552,0.13206427,0.26817706,0.73880535,0.8928289
63,5957,0.13651252,0.1652456,0.3722709,0.9196642,0.9291894
63,5958,0.19644485,0.2744839,0.44406408,0.90674573,0.927925
63,5959,0.093228064,0.21330838,0.37256438,0.7429227,0.8896213
63,5960,0.11819987,0.15389837,0.3345844,0.8364159,0.9116558
63,5961,0.33462217,0.2070807,0.41125172,0.9497649,0.93249536
63,5962,0.22974059,0.18541338,0.7023219,1.1649519,0.9723941
63,5963,0.06659147,0.14970416,0.49519587,1.0252931,0.95072126
63,5964,0.1531604,0.15421529,0.51618636,1.0533915,0.94937766
63,5965,0.23639974,0.17542905,0.8963192,1.2048984,0.96845055
63,5966,0.06492669,0.12498612,0.4041087,0.9547533,0.92865133
63,5967,0.14150688,0.12309266,0.27485538,0.8371432,0.91129255
63,5968,0.10488157,0.11978243,0.26844424,0.8447122,0.9216183
63,5969,0.033295736,0.12378707,0.44213346,0.96598554,0.93605155
63,5970,0.15981954,0.18373728,1.1190181,1.238274,0.9746598
63,5971,0.25138283,0.18120198,0.5843779,1.076278,0.9577586
63,5972,0.14150688,0.1804254,0.66083187,1.1024379,0.9750194
63,5973,0.12152945,0.21610859,1.2585016,1.262975,0.99004173
63,5974,0.028301377,0.21511592,0.4854235,0.98401165,0.9537941
63,5975,0.02663659,0.10465526,0.29304633,0.8685882,0.9418413
63,5976,0.20476879,0.15841088,0.21302591,0.764511,0.92919266
63,5977,0.23806453,0.16817307,0.20417507,0.6948937,0.9162493
63,5978,0.078244984,0.12286644,0.2314066,0.67364967,0.89089316
63,5979,0.25304762,0.15863849,0.21612689,0.7396522,0.9062621
63,5980,0.20643358,0.17131124,0.33576843,0.9268657,0.9398782
63,5981,0.06659147,0.11755784,0.29848987,0.822215,0.9219125
63,5982,0.06492669,0.13732585,0.26537535,0.8330941,0.94305015
63,5983,0.20809835,0.18730503,0.34768757,0.9480565,0.9592342
63,5984,0.2763546,0.3094976,0.6347202,1.1152334,0.978645
63,5985,0.16980825,0.2757388,0.43645293,0.96603996,0.95994025
63,5986,0.14150688,0.21545583,0.56095666,0.97391844,0.9436106
63,5987,0.10488157,0.22906758,0.66135603,1.108289,0.96345973
63,5988,0.42452064,0.59616995,1.0806199,1.2321279,0.9753344
63,5989,0.24638845,0.61096954,1.0043703,1.088021,0.9544831
63,5990,0.72917664,0.51373005,0.67076916,1.0578488,0.9656722
63,5991,0.7225175,0.5677295,0.9127238,1.217814,0.9859709
63,5992,0.37790662,0.9616366,1.9467006,1.4159368,1.0064456
63,5993,2.0177217,6.4409857,3.8473716,1.6092196,1.0268546
63,5994,0.061597113,1.908432,2.7600055,1.4954851,1.0150397
63,5995,0.35959396,0.4309487,1.3852305,1.3053435,0.9971153
63,5996,0.15815476,0.44239888,1.2757194,1.288231,0.9833693
63,5997,0.10321679,1.7724861,2.493684,1.474716,1.0024887
63,5998,5.490467,6.219921,3.591105,1.6026073,1.0174582
63,5999,1.2635733,1.3624554,1.9199072,1.41722,0.996586
63,6000,0.42785022,1.1444212,1.8176023,1.3934199,0.99369377
63,6001,2.8301377,3.3294919,2.9116147,1.5575836,1.0150169
63,6002,0.14816603,0.94828373,1.9588741,1.4287153,0.997951
63,6003,0.07325062,0.335852,1.1261985,1.2593164,0.9774986
63,6004,0.08323935,0.42113143,1.0482475,1.211478,0.9803611
63,6005,0.11487029,0.8322441,1.4633014,1.3622825,1.0024326
63,6006,6.9621387,3.3242495,2.288062,1.4804136,1.020509
63,6007,0.61097676,1.7889934,1.8181975,1.3385031,0.998598
63,6008,0.2647011,0.7846745,1.5847315,1.2085207,0.9761592
63,6009,0.37124747,0.33568835,0.85715926,1.0786797,0.95740193
63,6010,0.078244984,0.20226498,0.74662477,1.1026393,0.9561254
63,6011,0.26803067,0.6042652,1.3303202,1.2352661,0.9718193
63,6012,0.24472366,1.1200483,1.4670976,1.1159304,0.95068055
63,6013,0.13651252,0.2696352,0.7651007,0.9907917,0.9351954
63,6014,0.5976585,0.51020867,0.90455586,0.9871439,0.9353797
63,6015,0.23307016,1.5787785,1.7364197,1.1129496,0.9549273
63,6016,3.1281345,4.704063,2.3170748,1.1637337,0.9632354
63,6017,0.3312926,2.3092232,1.9980553,1.1217324,0.95991886
63,6018,4.1419897,2.497544,1.7686858,1.1236908,0.9471206
63,6019,3.569303,3.3143332,1.9775652,1.1650687,0.9546872
63,6020,1.7047417,1.4212159,1.6741557,1.2739124,0.9751729
